Date,Open,High,Low,Close,Adj Close,Volume
2023-11-07,15201.769531,15335.440430,15153.309570,15296.019531,15296.019531,4354460000
2023-11-08,15313.900391,15343.190430,15220.879883,15313.240234,15313.240234,4685550000
2023-11-09,15351.120117,15382.110352,15171.320313,15187.900391,15187.900391,5313970000
2023-11-10,15252.360352,15535.200195,15237.169922,15529.120117,15529.120117,4722140000
2023-11-13,15469.209961,15524.660156,15404.709961,15482.790039,15482.790039,4349590000
2023-11-14,15744.360352,15850.339844,15726.120117,15812.469727,15812.469727,5332490000
2023-11-15,15881.719727,15904.629883,15765.309570,15817.179688,15817.179688,5063830000
2023-11-16,15765.200195,15842.629883,15738.219727,15833.169922,15833.169922,4545180000
2023-11-17,15803.980469,15876.870117,15766.940430,15837.990234,15837.990234,4408640000
2023-11-20,15845.200195,16056.759766,15844.830078,16027.059570,16027.059570,4561810000
2023-11-21,15951.549805,15968.089844,15866.820313,15933.620117,15933.620117,4128600000
2023-11-22,16025.740234,16119.309570,15964.040039,16001.389648,16001.389648,3855240000
2023-11-24,15974.849609,16007.429688,15940.620117,15982.009766,15982.009766,2541840000
2023-11-27,15969.719727,16045.299805,15932.190430,15961.980469,15961.980469,4205880000
2023-11-28,15940.290039,16031.519531,15921.070313,16010.429688,16010.429688,4474400000
2023-11-29,16111.360352,16166.509766,15976.690430,15987.599609,15987.599609,4890220000
2023-11-30,15987.660156,16013.480469,15825.669922,15947.870117,15947.870117,5678070000
2023-12-01,15892.589844,16013.750000,15834.929688,15997.580078,15997.580078,5607000000
2023-12-04,15837.120117,15852.450195,15695.580078,15839.669922,15839.669922,6270020000
2023-12-05,15763.650391,15931.839844,15760.589844,15877.709961,15877.709961,6179120000
2023-12-06,15990.200195,15990.940430,15776.950195,15788.049805,15788.049805,5167030000
2023-12-07,15888.230469,16042.509766,15875.480469,16022.490234,16022.490234,5694310000
2023-12-08,15952.849609,16100.860352,15937.580078,16084.690430,16084.690430,5430840000
2023-12-11,16069.620117,16232.259766,16061.870117,16221.730469,16221.730469,5607820000
2023-12-12,16209.610352,16354.250000,16175.459961,16354.250000,16354.250000,4950100000
2023-12-13,16392.179688,16581.039063,16357.209961,16562.369141,16562.369141,6732040000
2023-12-14,16603.539063,16660.710938,16419.259766,16537.830078,16537.830078,8033170000
2023-12-15,16587.000000,16669.769531,16557.009766,16623.449219,16623.449219,8377630000
2023-12-18,16631.109375,16764.320313,16629.289063,16729.800781,16729.800781,5866080000
2023-12-19,16734.250000,16813.009766,16733.380859,16811.849609,16811.849609,5757180000
2023-12-20,16763.640625,16860.679688,16552.060547,16554.160156,16554.160156,6294700000
2023-12-21,16719.609375,16768.019531,16621.519531,16757.410156,16757.410156,5465640000
2023-12-22,16799.019531,16839.250000,16703.570313,16777.400391,16777.400391,4796600000
2023-12-26,16816.779297,16907.509766,16813.570313,16878.460938,16878.460938,6120600000
2023-12-27,16896.140625,16922.009766,16859.550781,16906.800781,16906.800781,7480170000
2023-12-28,16963.519531,16969.169922,16891.320313,16898.470703,16898.470703,5090570000
2023-12-29,16902.439453,16919.509766,16757.890625,16825.929688,16825.929688,5441060000
2024-01-02,16667.300781,16686.599609,16453.150391,16543.939453,16543.939453,5791170000
2024-01-03,16413.259766,16471.080078,16352.139648,16368.490234,16368.490234,5449950000
2024-01-04,16290.780273,16419.439453,16276.429688,16282.009766,16282.009766,5289220000
2024-01-05,16281.740234,16415.390625,16249.190430,16305.980469,16305.980469,5232820000
2024-01-08,16354.219727,16655.230469,16349.389648,16649.869141,16649.869141,6337770000
2024-01-09,16531.960938,16710.880859,16513.730469,16678.699219,16678.699219,5068410000
2024-01-10,16702.550781,16827.369141,16654.740234,16793.050781,16793.050781,4404590000
2024-01-11,16852.189453,16898.160156,16618.859375,16820.900391,16820.900391,5044690000
2024-01-12,16855.000000,16900.369141,16776.919922,16832.919922,16832.919922,4958940000
2024-01-16,16775.099609,16895.330078,16726.589844,16830.710938,16830.710938,6386180000
2024-01-17,16705.509766,16749.109375,16561.490234,16736.279297,16736.279297,5181740000
2024-01-18,16894.330078,16996.980469,16818.130859,16982.289063,16982.289063,5587440000
2024-01-19,17060.140625,17317.210938,17041.849609,17314.000000,17314.000000,5604950000
2024-01-22,17403.619141,17450.300781,17309.869141,17330.380859,17330.380859,5456240000
2024-01-23,17346.949219,17410.859375,17286.019531,17404.210938,17404.210938,5207680000
2024-01-24,17562.320313,17665.259766,17481.970703,17499.300781,17499.300781,4983210000
2024-01-25,17589.269531,17631.339844,17430.369141,17516.990234,17516.990234,5281570000
2024-01-26,17432.869141,17514.759766,17395.539063,17421.009766,17421.009766,4510530000
2024-01-29,17438.029297,17603.949219,17414.619141,17596.269531,17596.269531,4979310000
2024-01-30,17556.490234,17578.460938,17443.769531,17476.710938,17476.710938,4719240000
2024-01-31,17269.980469,17375.320313,17128.740234,17137.240234,17137.240234,5875610000
2024-02-01,17216.990234,17356.759766,17175.830078,17344.710938,17344.710938,5046920000
2024-02-02,17415.939453,17682.289063,17378.369141,17642.730469,17642.730469,4800690000
2024-02-05,17634.689453,17655.769531,17469.619141,17613.039063,17613.039063,4831020000
2024-02-06,17664.439453,17680.619141,17475.429688,17572.730469,17572.730469,4759640000
2024-02-07,17674.589844,17784.169922,17637.730469,17755.070313,17755.070313,4567580000
2024-02-08,17757.599609,17814.119141,17728.550781,17783.169922,17783.169922,5675850000
2024-02-09,17820.980469,17987.900391,17798.810547,17962.410156,17962.410156,5797260000
2024-02-12,17942.279297,18041.449219,17859.660156,17882.660156,17882.660156,5458490000
2024-02-13,17519.800781,17717.669922,17478.230469,17600.419922,17600.419922,5599860000
2024-02-14,17728.900391,17815.179688,17619.919922,17807.630859,17807.630859,5092660000
2024-02-15,17815.320313,17864.589844,17722.310547,17845.720703,17845.720703,6049100000
2024-02-16,17853.589844,17864.160156,17663.400391,17685.980469,17685.980469,5223800000
2024-02-20,17591.169922,17657.080078,17399.410156,17546.099609,17546.099609,5595700000
2024-02-21,17412.789063,17482.130859,17319.439453,17478.910156,17478.910156,4845740000
2024-02-22,17857.759766,18034.800781,17808.259766,18004.699219,18004.699219,5653930000
2024-02-23,18052.589844,18091.619141,17902.779297,17937.609375,17937.609375,5077910000
2024-02-26,17970.210938,18014.109375,17926.660156,17933.330078,17933.330078,5417630000
2024-02-27,17962.580078,17987.539063,17871.060547,17971.050781,17971.050781,5423020000
2024-02-28,17895.029297,17931.009766,17840.359375,17874.500000,17874.500000,5581690000
2024-02-29,17991.669922,18068.519531,17866.259766,18043.849609,18043.849609,6265340000
2024-03-01,18069.289063,18333.259766,18064.439453,18302.910156,18302.910156,5457910000
2024-03-04,18290.099609,18313.429688,18218.250000,18226.480469,18226.480469,5725470000
2024-03-05,18088.710938,18097.500000,17804.500000,17897.869141,17897.869141,6356800000
2024-03-06,18083.509766,18142.880859,17941.640625,18017.570313,18017.570313,5511370000
2024-03-07,18161.730469,18337.949219,18101.429688,18297.990234,18297.990234,5072790000
2024-03-08,18312.789063,18416.730469,17995.380859,18018.449219,18018.449219,5411790000
2024-03-11,17959.679688,18003.050781,17873.330078,17951.689453,17951.689453,4917620000
2024-03-12,18063.019531,18228.369141,17919.330078,18219.109375,18219.109375,5100330000
2024-03-13,18151.759766,18163.740234,18030.400391,18068.470703,18068.470703,4839000000
2024-03-14,18114.689453,18142.900391,17913.630859,18014.810547,18014.810547,5450980000
2024-03-15,17926.919922,17930.470703,17764.990234,17808.250000,17808.250000,8261950000
2024-03-18,18024.240234,18124.320313,17973.089844,17985.009766,17985.009766,5025040000
2024-03-19,17902.519531,18039.820313,17809.150391,18032.199219,18032.199219,4758740000
2024-03-20,18067.699219,18249.119141,18003.240234,18240.109375,18240.109375,5298380000
2024-03-21,18438.240234,18464.699219,18317.099609,18320.380859,18320.380859,5134740000
2024-03-22,18293.150391,18386.250000,18267.490234,18339.439453,18339.439453,4339930000
2024-03-25,18215.539063,18337.349609,18189.279297,18277.060547,18277.060547,4636940000
2024-03-26,18329.289063,18378.699219,18207.880859,18210.539063,18210.539063,5144260000
2024-03-27,18338.189453,18344.089844,18168.199219,18280.839844,18280.839844,4768930000
2024-03-28,18263.410156,18308.320313,18231.380859,18254.689453,18254.689453,5174450000
2024-04-01,18280.820313,18391.580078,18211.279297,18293.199219,18293.199219,4798390000
2024-04-02,18076.429688,18135.570313,18002.269531,18121.779297,18121.779297,4710280000
2024-04-03,18054.439453,18238.669922,18045.419922,18160.189453,18160.189453,5151500000
2024-04-04,18331.019531,18362.289063,17875.750000,17878.779297,17878.779297,5368700000
2024-04-05,17940.279297,18202.960938,17912.859375,18108.460938,18108.460938,4578130000
2024-04-08,18130.439453,18178.660156,18050.689453,18100.189453,18100.189453,4386700000
2024-04-09,18188.869141,18210.019531,17973.070313,18169.900391,18169.900391,4869190000
2024-04-10,17957.960938,18040.830078,17932.419922,18011.660156,18011.660156,5308250000
2024-04-11,18085.109375,18337.150391,17998.250000,18307.980469,18307.980469,4714750000
2024-04-12,18117.669922,18166.490234,17952.089844,18003.490234,18003.490234,4552740000
2024-04-15,18143.250000,18152.080078,17676.349609,17706.830078,17706.830078,4910550000
2024-04-16,17691.449219,17817.730469,17660.890625,17713.660156,17713.660156,5001860000
2024-04-17,17785.820313,17788.539063,17459.570313,17493.619141,17493.619141,4991470000
2024-04-18,17514.769531,17590.810547,17376.490234,17394.310547,17394.310547,4932540000
2024-04-19,17334.710938,17362.279297,16973.939453,17037.650391,17037.650391,5316010000
2024-04-22,17161.109375,17305.150391,17010.250000,17210.890625,17210.890625,4616730000
2024-04-23,17297.240234,17513.310547,17277.250000,17471.470703,17471.470703,4951670000
2024-04-24,17613.660156,17653.660156,17435.330078,17526.800781,17526.800781,4735870000
2024-04-25,17205.279297,17474.460938,17172.419922,17430.500000,17430.500000,4743640000
2024-04-26,17566.220703,17772.779297,17533.080078,17718.300781,17718.300781,4694400000
2024-04-29,17801.140625,17820.000000,17671.029297,17782.720703,17782.720703,4972520000
2024-04-30,17720.349609,17768.869141,17440.689453,17440.689453,17440.689453,5229400000
2024-05-01,17382.779297,17667.859375,17284.369141,17318.550781,17318.550781,5277790000
2024-05-02,17474.919922,17575.800781,17290.640625,17541.539063,17541.539063,4901610000
2024-05-03,17848.660156,17926.980469,17784.779297,17890.800781,17890.800781,4887310000
2024-05-06,17950.980469,18094.460938,17937.279297,18093.570313,18093.570313,4460130000
2024-05-07,18106.330078,18156.320313,18061.609375,18091.449219,18091.449219,5041870000
2024-05-08,17987.699219,18135.339844,17987.699219,18085.009766,18085.009766,4530190000
2024-05-09,18095.800781,18138.019531,18012.619141,18113.460938,18113.460938,4505120000
2024-05-10,18171.150391,18247.609375,18099.730469,18161.179688,18161.179688,4402110000
2024-05-13,18228.400391,18233.500000,18147.570313,18198.609375,18198.609375,4452750000
2024-05-14,18187.509766,18339.580078,18175.300781,18322.769531,18322.769531,7270240000
2024-05-15,18412.810547,18607.529297,18359.320313,18596.650391,18596.650391,8538990000
2024-05-16,18589.980469,18669.500000,18553.300781,18557.960938,18557.960938,11932600000
2024-05-17,18571.820313,18590.369141,18462.250000,18546.230469,18546.230469,9587280000
2024-05-20,18559.220703,18703.830078,18549.839844,18674.189453,18674.189453,6861320000
2024-05-21,18603.990234,18721.179688,18589.910156,18713.800781,18713.800781,6245090000
2024-05-22,18733.539063,18756.689453,18606.160156,18705.199219,18705.199219,7277340000
2024-05-23,18907.140625,18907.539063,18554.890625,18623.390625,18623.390625,7752800000
2024-05-24,18669.359375,18851.990234,18664.789063,18808.349609,18808.349609,5836040000
2024-05-28,18855.150391,18875.199219,18755.939453,18869.439453,18869.439453,6293380000
2024-05-29,18708.070313,18814.820313,18706.619141,18736.750000,18736.750000,6652480000
2024-05-30,18683.250000,18705.259766,18487.759766,18538.660156,18538.660156,6659290000
2024-05-31,18550.800781,18574.560547,18189.779297,18536.650391,18536.650391,6674090000
2024-06-03,18666.720703,18707.220703,18392.570313,18600.970703,18600.970703,5422040000
2024-06-04,18598.000000,18697.949219,18521.849609,18654.839844,18654.839844,4917350000
2024-06-05,18791.279297,19035.869141,18768.250000,19035.050781,19035.050781,5325000000
2024-06-06,19053.009766,19071.789063,18978.859375,19021.189453,19021.189453,4960580000
2024-06-07,18992.580078,19113.880859,18958.679688,19000.949219,19000.949219,4755650000
2024-06-10,18945.310547,19089.830078,18940.710938,19074.669922,19074.669922,5207110000
2024-06-11,19031.400391,19212.630859,18966.560547,19210.179688,19210.179688,5009220000
2024-06-12,19358.259766,19556.900391,19347.279297,19465.179688,19465.179688,5560630000
2024-06-13,19609.050781,19639.449219,19473.710938,19576.919922,19576.919922,4916020000
2024-06-14,19557.220703,19664.589844,19534.619141,19659.800781,19659.800781,4973820000
2024-06-17,19681.859375,19977.839844,19623.710938,19902.750000,19902.750000,6061200000
2024-06-18,19904.429688,19940.500000,19837.859375,19908.859375,19908.859375,5796180000
2024-06-20,19962.970703,19979.929688,19685.029297,19752.300781,19752.300781,6289300000
2024-06-21,19722.369141,19801.970703,19643.519531,19700.429688,19700.429688,8589160000
2024-06-24,19648.230469,19723.199219,19472.529297,19474.619141,19474.619141,5503210000
2024-06-25,19555.839844,19712.419922,19523.509766,19701.130859,19701.130859,4848280000
2024-06-26,19671.070313,19763.550781,19654.179688,19751.050781,19751.050781,5294310000
2024-06-27,19740.519531,19850.810547,19701.339844,19789.029297,19789.029297,5382060000
2024-06-28,19817.000000,20017.710938,19665.849609,19682.869141,19682.869141,8960940000
2024-07-01,19720.109375,19827.750000,19577.539063,19812.220703,19812.220703,5189990000
2024-07-02,19746.220703,20014.919922,19741.810547,20011.890625,20011.890625,4526550000
2024-07-03,19995.279297,20186.630859,19995.279297,20186.630859,20186.630859,3713960000
2024-07-05,20224.130859,20407.000000,20201.500000,20391.970703,20391.970703,4851000000
2024-07-08,20393.890625,20455.380859,20363.369141,20439.539063,20439.539063,5286260000
2024-07-09,20504.169922,20543.900391,20395.570313,20453.019531,20453.019531,4839140000
2024-07-10,20533.269531,20690.970703,20479.939453,20675.380859,20675.380859,5228240000
2024-07-11,20661.410156,20672.099609,20165.000000,20211.359375,20211.359375,6366620000
2024-07-12,20226.230469,20526.080078,20217.990234,20331.490234,20331.490234,5845930000
2024-07-15,20401.019531,20585.169922,20304.529297,20386.880859,20386.880859,5450350000
2024-07-16,20441.529297,20477.000000,20266.509766,20398.619141,20398.619141,5812930000
2024-07-17,20041.310547,20080.269531,19793.750000,19799.140625,19799.140625,6007280000
2024-07-18,19936.240234,19947.980469,19575.789063,19705.089844,19705.089844,5977260000
2024-07-19,19687.800781,19784.480469,19479.380859,19522.619141,19522.619141,4992930000
2024-07-22,19751.019531,19861.720703,19638.369141,19822.869141,19822.869141,5093620000
2024-07-23,19783.330078,19904.599609,19736.220703,19754.339844,19754.339844,4938000000
2024-07-24,19475.660156,19482.550781,19005.470703,19032.390625,19032.390625,6735560000
2024-07-25,19041.150391,19227.199219,18721.710938,18830.580078,18830.580078,6114350000
2024-07-26,18990.199219,19142.679688,18899.310547,19023.660156,19023.660156,5281560000
2024-07-29,19122.429688,19224.589844,18974.509766,19059.490234,19059.490234,4897230000
2024-07-30,19129.560547,19165.419922,18667.220703,18796.269531,18796.269531,5564310000
2024-07-31,19222.849609,19426.619141,19162.910156,19362.429688,19362.429688,6292560000
2024-08-01,19375.970703,19538.970703,18737.089844,18890.390625,18890.390625,6664550000
2024-08-02,18494.240234,18628.779297,18263.500000,18440.849609,18440.849609,6313870000
2024-08-05,17444.400391,18169.490234,17435.390625,17895.160156,17895.160156,6852190000
2024-08-06,17961.449219,18368.679688,17858.820313,18077.919922,18077.919922,5908930000
2024-08-07,18345.449219,18445.750000,17851.080078,17867.369141,17867.369141,5913620000
2024-08-08,18102.050781,18445.410156,17965.070313,18413.820313,18413.820313,5815880000
2024-08-09,18373.890625,18567.630859,18313.779297,18513.099609,18513.099609,5783410000
2024-08-12,18548.230469,18665.750000,18433.609375,18542.029297,18542.029297,4890850000
2024-08-13,18724.839844,19013.009766,18723.740234,19006.429688,19006.429688,5469160000
